,breakfast,cancelation,guest_reviews,location,price_AZN,review_number,title,type_room,distance_km,latitude,longitude
665,No,Yes,Wonderful,Old Tbilisi,75.0,5,Beautiful Apartment in the heart af AVLABARI,One-Bedroom Apartment,1.1,41.69209658252052,44.79406059228808
666,No,Yes,Excellent,Old Tbilisi,48.0,112,Your House In Tbilisi,Twin Room with Shared Bathroom,1.3,41.69209658252052,44.79406059228808
667,No,Yes,Very Good,Mtatsminda,141.0,30,APARTAMENT OLD YARD,Apartment with Balcony,0.9,41.693060457156996,44.78551384334914
668,No,Yes,Excellent,Chugureti,125.0,29,Cibola Boutique - B,Apartment with Balcony,1.1,41.72340168819495,44.82088685166248
669,No,Yes,Very Good,Old Tbilisi,88.0,24,Wine Rise,Apartment,0.9,41.69209658252052,44.79406059228808
670,Yes,Yes,Excellent,Old Tbilisi,88.0,127,Hotel Gallery,Double Room,1.1,41.69209658252052,44.79406059228808
671,No,Yes,Wonderful,Old Tbilisi,163.0,28,Hotel Tuta,Economy Double Room,1.1,41.69209658252052,44.79406059228808
672,No,Yes,Wonderful,Chugureti,65.0,7,Guest house Solomon,Double Room with Shared Toilet,1.1,41.72340168819495,44.82088685166248
673,No,Yes,,Other,59.0,,GSS - B Apartment,One-Bedroom Apartment,5.6,,
674,No,Yes,Good,Chugureti,155.0,6,tbilicity hotel,Standard Double Room,1.3,41.72340168819495,44.82088685166248
675,No,No,Excellent,Mtatsminda,440.0,1676,Radisson Blu Iveria Hotel,Standard Room,1.4,41.693060457156996,44.78551384334914
676,No,Yes,,Other,91.0,,Digomii,One-Bedroom Apartment,8.3,,
677,No,Yes,Very Good,Mtatsminda,37.0,51,polonia tbilisi House,Single Room,,41.693060457156996,44.78551384334914
678,No,Yes,Exceptional,Other,85.0,19,Best Point,One-Bedroom Apartment,1.8,,
679,No,Yes,Wonderful,Old Tbilisi,94.0,52,Hotel at Gomi 19,Standard  Double Room,0.7,41.69209658252052,44.79406059228808
680,No,Yes,Exceptional,Ortachala,86.0,2,holiday apartament,One-Bedroom Apartment,2.4,41.67561715536923,44.80989550394795
681,No,Yes,Very Good,Didube,75.0,14,D'Plaza Hotel,Standard Double Room,5.3,41.750520159335146,44.7815007925187
682,No,Yes,Very Good,Other,56.0,5,Tbilisi Holiday,Two-Bedroom Apartment,2.3,,
683,No,Yes,Exceptional,Mtatsminda,91.0,11,Nino's Apartment in the center of Tbilisi,Apartment,1.3,41.693060457156996,44.78551384334914
684,No,Yes,Exceptional,Mtatsminda,162.0,5,Tbilisi Apartment III,One-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
685,No,Yes,Very Good,Other,50.0,41,Hotel Isani,King Room,3.2,,
686,No,Yes,Very Good,Old Tbilisi,201.0,10,Apartment Sweet Home at Freedom Square 2,Superior Apartment,0.1,41.69209658252052,44.79406059228808
687,No,Yes,Wonderful,Old Tbilisi,43.0,46,Apartment in Tbilisi center Amethyst,Budget Twin Room,0.45,41.69209658252052,44.79406059228808
688,No,Yes,Wonderful,Mtatsminda,53.0,4,Памятник архитектуры,Two-Bedroom House,1.3,41.693060457156996,44.78551384334914
689,No,Yes,Excellent,Mtatsminda,63.0,23,lika’s Hause,One-Bedroom Apartment,1.1,41.693060457156996,44.78551384334914
690,No,No,Exceptional,Chugureti,68.0,33,INoldtbilisi,One-Bedroom Apartment,1.1,41.72340168819495,44.82088685166248
691,No,Yes,Wonderful,Saburtalo,144.0,69,Tbilisi Comfort Apartment,One-Bedroom Apartment,6.7,41.72222376354178,44.746048306010806
692,No,Yes,Exceptional,Mtatsminda,182.0,10,Joyful Place,Two-Bedroom Apartment,0.6,41.693060457156996,44.78551384334914
693,No,No,Wonderful,Chugureti,151.0,113,Hotel ZP Palace,Standard Double Room,2.1,41.72340168819495,44.82088685166248
694,No,Yes,Very Good,Old Tbilisi,53.0,78,Sani,One-Bedroom Apartment,0.3,41.69209658252052,44.79406059228808
695,No,No,Wonderful,Old Tbilisi,108.0,465,Doors Meidan Design Hotel,Standard Double Room,0.6,41.69209658252052,44.79406059228808
696,No,Yes,Wonderful,Other,63.0,32,Hotel Stal+,Deluxe Twin Room,2.5,,
697,Yes,Yes,,Other,304.0,,"Royal Tulip Hotel & Casino, Tbilisi",Standard Twin Room,2.9,,
698,No,Yes,Wonderful,Chugureti,144.0,11,Cibola Boutique - A,Deluxe Apartment,1.1,41.72340168819495,44.82088685166248
699,No,Yes,Exceptional,Mtatsminda,172.0,5,Luxury Landing,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
700,No,Yes,,Other,101.0,,Firas home,Two-Bedroom Apartment,6.5,,
701,No,No,Wonderful,Vake,18.0,44,Tbili C Hostel,Bed in 6-Bed Mixed Dormitory Room,2.9,41.70553522376798,44.75495342831405
702,Yes,Yes,Excellent,Old Tbilisi,129.0,31,Boutique Hotel,Deluxe Double Room with Balcony,0.9,41.69209658252052,44.79406059228808
703,No,Yes,Exceptional,Vera,99.0,2,Colorful house near Rustaveli Avenue,One-Bedroom Apartment,1.7,41.70761261768468,44.787408551790755
704,No,Yes,,Other,63.0,,Eudaimonia,One-Bedroom Apartment,1.9,,
705,No,Yes,Excellent,Old Tbilisi,57.0,13,Flamingo Hotel,Economy Triple Room with Shared Bathroom,1.2,41.69209658252052,44.79406059228808
706,Yes,Yes,Exceptional,Old Tbilisi,169.0,93,Omart Hotel - Gallery,Deluxe Double or Twin Room with Balcony,1.6,41.69209658252052,44.79406059228808
707,No,Yes,Wonderful,Old Tbilisi,82.0,204,Old Tbilisi Gate,Suite,0.35,41.69209658252052,44.79406059228808
708,No,Yes,Very Good,Old Tbilisi,63.0,4,Botanical 34,Studio Apartment,,41.69209658252052,44.79406059228808
709,No,Yes,Wonderful,Chugureti,62.0,5,Old Tbilisi GN,One-Bedroom Apartment,1.3,41.72340168819495,44.82088685166248
710,Yes,No,Wonderful,Chugureti,56.0,29,Guest House Old Tiflis 5,Double or Twin Room,1.3,41.72340168819495,44.82088685166248
711,Yes,No,Excellent,Old Tbilisi,96.0,297,Hotel New Metekhi,Budget Double Room with Balcony,,41.69209658252052,44.79406059228808
712,No,Yes,,Old Tbilisi,65.0,,Old home,One-Bedroom Apartment,0.3,41.69209658252052,44.79406059228808
713,No,Yes,Exceptional,Mtatsminda,392.0,14,Luxury 4 Bedroom Apartment,Apartment,0.6,41.693060457156996,44.78551384334914
714,No,Yes,Exceptional,Mtatsminda,100.0,9,Orbeliani Residence,One-Bedroom Apartment,0.7,41.693060457156996,44.78551384334914
715,No,Yes,Exceptional,Mtatsminda,177.0,6,Luxury Landing ll,Three-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
716,No,Yes,Exceptional,Saburtalo,125.0,4,Onyx Hotel,Standard Double Room,4.4,41.72222376354178,44.746048306010806
717,No,Yes,Exceptional,Old Tbilisi,63.0,1,Hotel Guri,Deluxe Double Room with Side Sea View,1.1,41.69209658252052,44.79406059228808
718,Yes,Yes,Score under 7,Other,56.0,2,New Star,Large Double Room,3.7,,
719,No,Yes,Wonderful,Old Tbilisi,218.0,197,Silver 39 Corner Hotel,Standard Double Room,0.3,41.69209658252052,44.79406059228808
720,No,Yes,Excellent,Saburtalo,56.0,10,Badris Apartamenti,Apartment with Balcony,6.2,41.72222376354178,44.746048306010806
721,Yes,No,Very Good,Old Tbilisi,72.0,300,Hotel Tabi,Superior King Room,0.15,41.69209658252052,44.79406059228808
722,No,Yes,Exceptional,Mtatsminda,154.0,14,Harmony Place,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
723,No,No,Good,Chugureti,60.0,72,Kope Hotel,Single Room,1.4,41.72340168819495,44.82088685166248
724,No,Yes,Exceptional,Chugureti,63.0,35,"Your home, Old Tbilisi",Double Room,1.6,41.72340168819495,44.82088685166248
725,No,Yes,Good,Chugureti,82.0,38,MARJANI apartments,Standard Double Room,2.2,41.72340168819495,44.82088685166248
726,No,Yes,Wonderful,Mtatsminda,96.0,28,RMS Rustaveli Apartments,Deluxe Double Room,0.7,41.693060457156996,44.78551384334914
727,No,Yes,Good,Old Tbilisi,124.0,38,Lela Apartments,Apartment,0.4,41.69209658252052,44.79406059228808
728,No,Yes,Excellent,Old Tbilisi,75.0,199,Tonusi Luxe Hotel in the Historic City Center,Standard Twin Room with Sofa,1.7,41.69209658252052,44.79406059228808
729,No,Yes,Wonderful,Other,49.0,2,Astoria Sky,Classic Triple Room,6.6,,
730,No,Yes,Exceptional,Other,220.0,44,Villa in Tbilisi,Villa,,,
731,No,No,Very Good,Saburtalo,55.0,57,Hotel Medea,Double Room,4.9,41.72222376354178,44.746048306010806
732,No,Yes,Very Good,Vake,79.0,45,GNT+,Double Room,2.6,41.70553522376798,44.75495342831405
733,No,Yes,Very Good,Saburtalo,98.0,8,Pekini street apartment,Studio Apartment,4.2,41.72222376354178,44.746048306010806
734,No,Yes,Wonderful,Chugureti,90.0,44,Apartment Story,Comfort Triple Room,1.9,41.72340168819495,44.82088685166248
735,No,Yes,Wonderful,Old Tbilisi,54.0,62,Hotel Kristina,Apartment,0.45,41.69209658252052,44.79406059228808
736,Yes,Yes,Wonderful,Old Tbilisi,143.0,5,BARSUNA,One-Bedroom Apartment,0.45,41.69209658252052,44.79406059228808
737,No,Yes,Very Good,Old Tbilisi,107.0,55,Zharuma Caravan,Double Room with Private Bathroom,0.1,41.69209658252052,44.79406059228808
738,No,Yes,Exceptional,Mtatsminda,113.0,18,Apartment on Gia Chanturia 5,One-Bedroom Apartment,0.7,41.693060457156996,44.78551384334914
739,No,No,Wonderful,Old Tbilisi,82.0,196,Renaissance Hotel Tbilisi,Twin Room,1.1,41.69209658252052,44.79406059228808
740,No,Yes,Wonderful,Old Tbilisi,36.0,53,Old District Guest House,Apartment (1 Adult),0.9,41.69209658252052,44.79406059228808
741,No,Yes,Very Good,Old Tbilisi,69.0,21,Your home in Tbilisi,Three-Bedroom Apartment,1.3,41.69209658252052,44.79406059228808
742,No,Yes,,Other,56.0,,Lika,One-Bedroom Apartment,1.9,,
743,No,Yes,Very Good,Chugureti,38.0,15,Avenue Hostel,Budget Twin Room,2.3,41.72340168819495,44.82088685166248
744,No,Yes,Exceptional,Mtatsminda,148.0,11,Heartful Home,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
745,No,No,Exceptional,Other,88.0,128,Ma Xata,King Room,1.8,,
746,No,Yes,Exceptional,Mtatsminda,198.0,22,Rustaveli Residence,Two-Bedroom Apartment,0.6,41.693060457156996,44.78551384334914
747,No,Yes,Exceptional,Other,88.0,41,Terrace View,Apartment with Terrace,1.8,,
748,No,Yes,Exceptional,Vake,56.0,7,"Gardens in Vake, Tbilisi",Studio Apartment,,41.70553522376798,44.75495342831405
749,No,Yes,Wonderful,Old Tbilisi,80.0,28,Lalis Apartment,Two-Bedroom Apartment,0.4,41.69209658252052,44.79406059228808
750,Yes,Yes,Exceptional,Old Tbilisi,212.0,108,The House Hotel Old Tbilisi,Queen Room with Balcony,0.45,41.69209658252052,44.79406059228808
751,No,Yes,Excellent,Chugureti,63.0,34,Apartment Fine Home,Apartment - Ground Floor,2.2,41.72340168819495,44.82088685166248
752,No,Yes,Good,Other,44.0,27,Piano Hotel,Standard Triple Room,6.1,,
753,No,Yes,Wonderful,Old Tbilisi,60.0,25,Meidan Palace,One-Bedroom Apartment,1.1,41.69209658252052,44.79406059228808
754,Yes,Yes,Excellent,Mtatsminda,113.0,60,CAROUSEL HOTEL,Twin Room with Balcony,1.6,41.693060457156996,44.78551384334914
755,No,Yes,Wonderful,Other,65.0,1,Nik’s apartment,One-Bedroom Apartment,5.4,,
756,No,Yes,Very Good,Old Tbilisi,48.0,49,Sophie`s Garden,Budget Twin Room,,41.69209658252052,44.79406059228808
757,No,Yes,Exceptional,Old Tbilisi,125.0,3,Apartment Elizabeth in Old Tbilisi,Two-Bedroom Apartment,0.4,41.69209658252052,44.79406059228808
758,Yes,Yes,Exceptional,Vake,82.0,2,Art Mansarda,Studio with Balcony,3.3,41.70553522376798,44.75495342831405
759,Yes,Yes,Good,Old Tbilisi,75.0,225,Hotel Shalimar,Queen Room with Balcony,1.1,41.69209658252052,44.79406059228808
760,No,Yes,Good,Vake,42.0,2,Home @ Felix2,Standard Double Room,3.6,41.70553522376798,44.75495342831405
761,Yes,Yes,Very Good,Mtatsminda,144.0,200,Brosse Garden,Standard Twin Room,,41.693060457156996,44.78551384334914
762,No,Yes,Exceptional,Old Tbilisi,68.0,31,Malu,Apartment,0.45,41.69209658252052,44.79406059228808
763,No,Yes,Good,Vake,63.0,67,Hotel Vake Palace,Budget Single Room,4.4,41.70553522376798,44.75495342831405
764,No,Yes,Exceptional,Mtatsminda,204.0,13,City Luxury Apartment,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
765,No,Yes,Exceptional,Other,53.0,18,Panorama of Tbilisi,Deluxe Double Room (2 Adults + 1 Child),1.8,,
766,No,Yes,Wonderful,Chugureti,36.0,104,gogoli family hotel,Twin Room with Shared Bathroom,2.5,41.72340168819495,44.82088685166248
767,No,Yes,,Vake,53.0,,Vake Super Quiet Comfy apartment,One-Bedroom Apartment,2.6,41.70553522376798,44.75495342831405
768,No,Yes,Exceptional,Vera,69.0,3,Cozy studio-apartment in the center of Tbilisi,One-Bedroom Apartment,1.9,41.70761261768468,44.787408551790755
769,No,Yes,Exceptional,Old Tbilisi,63.0,11,DARIA,One-Bedroom Apartment,0.5,41.69209658252052,44.79406059228808
770,Yes,No,Very Good,Old Tbilisi,109.0,75,Gallery Inn operated by zapbed,Standard Double Room,1.2,41.69209658252052,44.79406059228808
771,No,Yes,Excellent,Mtatsminda,94.0,27,Sweet Rooms Inn,King Room,1.3,41.693060457156996,44.78551384334914
772,No,No,Wonderful,Old Tbilisi,124.0,4,Postcard Balconies,Duplex Apartment,0.9,41.69209658252052,44.79406059228808
773,No,No,Excellent,Old Tbilisi,98.0,84,Boutique Hotel Avlabar,Standard Single Room,1.4,41.69209658252052,44.79406059228808
774,No,Yes,Excellent,Other,64.0,120,Hotel Garden,Double Room,,,
775,No,Yes,Exceptional,Old Tbilisi,105.0,5,Hotel Embassy,Standard Double Room,1.1,41.69209658252052,44.79406059228808
776,No,No,Excellent,Old Tbilisi,124.0,572,Hotel Garnet Tbilisi,Standard Double or Twin Room,0.4,41.69209658252052,44.79406059228808
777,No,No,Very Good,Other,38.0,65,Hotel G & J,Twin Room with Shared Bathroom,5.9,,
778,No,Yes,Excellent,Old Tbilisi,97.0,185,Hotel Kalanga,Deluxe Double or Twin Room with City View,0.6,41.69209658252052,44.79406059228808
779,Yes,No,Good,Other,79.0,174,L Plaza Hotel,Superior Single Room,2.8,,
780,No,Yes,,Other,55.0,,Luxury apartment,One-Bedroom Apartment,6.3,,
781,No,No,Excellent,Other,126.0,210,Hotel Old Wall,Small Double Room,2.1,,
782,No,Yes,Exceptional,Old Tbilisi,53.0,7,Old Town-Booking Apartment,One-Bedroom Apartment,1.1,41.69209658252052,44.79406059228808
783,No,Yes,Exceptional,Old Tbilisi,119.0,51,Old Tbilisi Rhymes,Apartment,0.7,41.69209658252052,44.79406059228808
784,No,Yes,Very Good,Chugureti,41.0,8,"1-bedroom rental in tbilisi, javakhishvili 24",One-Bedroom Apartment,1.3,41.72340168819495,44.82088685166248
785,Yes,Yes,Excellent,Other,113.0,138,WESTAY Hotel,Queen Room,3.1,,
786,No,Yes,Wonderful,Vera,68.0,47,Vere Corner Hotel,Standard Double Room,2.2,41.70761261768468,44.787408551790755
787,No,No,Excellent,Mtatsminda,62.0,54,2nd Floor Hotel,Budget Double Room,1.2,41.693060457156996,44.78551384334914
788,No,Yes,Wonderful,Other,44.0,163,PALAZZO,Double Room with Balcony,3.9,,
789,No,Yes,Exceptional,Old Tbilisi,107.0,80,Apartment Paysage,Two-Bedroom Apartment,0.9,41.69209658252052,44.79406059228808
790,No,Yes,,Chugureti,102.0,,Salome's White Studio,One-Bedroom Apartment,1.5,41.72340168819495,44.82088685166248
791,No,Yes,Wonderful,Old Tbilisi,157.0,408,Kisi Boutique Hotel,Compact Double or Twin Room,,41.69209658252052,44.79406059228808
792,Yes,Yes,Good,Old Tbilisi,88.0,80,Hotel MMG,Deluxe Double or Twin Room,0.2,41.69209658252052,44.79406059228808
793,No,Yes,Very Good,Other,13.0,32,Villa Lalla,8-Bed Mixed Dormitory Room,8.8,,
794,No,Yes,Exceptional,Old Tbilisi,55.0,73,Guest house Madonna,Standard Double Room,0.4,41.69209658252052,44.79406059228808
795,No,Yes,,Old Tbilisi,94.0,,Apartment Ekaterine,One-Bedroom Apartment,0.4,41.69209658252052,44.79406059228808
796,No,Yes,Exceptional,Mtatsminda,182.0,11,Pleasing Place,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
797,No,Yes,Wonderful,Other,31.0,15,Tbilisi-Marjani,Double Room,4.5,,
798,Yes,No,Wonderful,Old Tbilisi,172.0,88,Clocks Hotel Tbilisi,Standard Double or Twin Room,1.5,41.69209658252052,44.79406059228808
799,No,Yes,Exceptional,Old Tbilisi,38.0,17,Guest house UTA,Large Double or Twin Room,,41.69209658252052,44.79406059228808
